,City,City Link,Course,Course Link
706,Rancho Mirage,http://www.golfcalifornia.com/courses/rancho-mirage/,Porcupine Creek Golf Club,http://www.golfcalifornia.com/courses/rancho-mirage/porcupine-creek-golf-club/
707,Rancho Mirage,http://www.golfcalifornia.com/courses/rancho-mirage/,Rancho Mirage Country Club,http://www.golfcalifornia.com/courses/rancho-mirage/rancho-mirage-cc/
708,Rancho Mirage,http://www.golfcalifornia.com/courses/rancho-mirage/,South/West at Rancho Las Palmas Resort & Spa,http://www.golfcalifornia.com/courses/rancho-mirage/rancho-las-palmas-south-west/
709,Rancho Mirage,http://www.golfcalifornia.com/courses/rancho-mirage/,Springs Country Club,http://www.golfcalifornia.com/courses/rancho-mirage/springs-cc/
710,Rancho Mirage,http://www.golfcalifornia.com/courses/rancho-mirage/,Sunrise Country Club,http://www.golfcalifornia.com/courses/rancho-mirage/sunrise-cc/
711,Rancho Mirage,http://www.golfcalifornia.com/courses/rancho-mirage/,Tamarisk Country Club,http://www.golfcalifornia.com/courses/rancho-mirage/tamarisk-cc/
712,Rancho Mirage,http://www.golfcalifornia.com/courses/rancho-mirage/,The Club at Morningside,http://www.golfcalifornia.com/courses/rancho-mirage/club-at-morningside/
713,Rancho Mirage,http://www.golfcalifornia.com/courses/rancho-mirage/,Thunderbird Country Club,http://www.golfcalifornia.com/courses/rancho-mirage/thunderbird-cc/
714,Rancho Mirage,http://www.golfcalifornia.com/courses/rancho-mirage/,West/North at Rancho Las Palmas Resort & Spa,http://www.golfcalifornia.com/courses/rancho-mirage/rancho-las-palmas-west-north/
715,Rancho Murieta,http://www.golfcalifornia.com/courses/rancho-murieta/,North Course at Rancho Murieta Country Club,http://www.golfcalifornia.com/courses/rancho-murieta/rancho-murieta-cc-north/
716,Rancho Murieta,http://www.golfcalifornia.com/courses/rancho-murieta/,South Course at Rancho Murieta Country Club,http://www.golfcalifornia.com/courses/rancho-murieta/rancho-murieta-cc-south/
717,Rancho Palos Verdes,http://www.golfcalifornia.com/courses/rancho-palos-verdes/,Links at Terranea,http://www.golfcalifornia.com/courses/rancho-palos-verdes/links-at-terranea/
718,Rancho Palos Verdes,http://www.golfcalifornia.com/courses/rancho-palos-verdes/,Los Verdes Golf Course,http://www.golfcalifornia.com/courses/rancho-palos-verdes/los-verdes-gc/
719,Rancho Palos Verdes,http://www.golfcalifornia.com/courses/rancho-palos-verdes/,Trump National Golf Club,http://www.golfcalifornia.com/courses/rancho-palos-verdes/trump-national-gc/
720,Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/,Del Mar Country Club,http://www.golfcalifornia.com/courses/rancho-santa-fe/del-mar-cc/
721,Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/,East/South at Morgan Run Club & Resort,http://www.golfcalifornia.com/courses/rancho-santa-fe/morgan-run-east-south/
722,Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/,Lakes/Ocean at Fairbanks Ranch Country Club,http://www.golfcalifornia.com/courses/rancho-santa-fe/fairbanks-ranch-cc-lakes-ocean/
723,Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/,North/East at Morgan Run Club & Resort,http://www.golfcalifornia.com/courses/rancho-santa-fe/morgan-run-north-east/
724,Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/,Ocean/Valley at Fairbanks Ranch Country Club,http://www.golfcalifornia.com/courses/rancho-santa-fe/fairbanks-ranch-cc-ocean-valley/
725,Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/,Rancho Santa Fe Golf Club,http://www.golfcalifornia.com/courses/rancho-santa-fe/rancho-santa-fe-gc/
726,Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/,South/North at Morgan Run Club & Resort,http://www.golfcalifornia.com/courses/rancho-santa-fe/morgan-run-south-north/
727,Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/,The Bridges At Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/bridges-at-rancho-santa-fe/
728,Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/,The Farms Golf Club,http://www.golfcalifornia.com/courses/rancho-santa-fe/farms-gc/
729,Rancho Santa Fe,http://www.golfcalifornia.com/courses/rancho-santa-fe/,Valley/Lakes at Fairbanks Ranch Country Club,http://www.golfcalifornia.com/courses/rancho-santa-fe/fairbanks-ranch-cc-valley-lakes/
730,Rancho Santa Margarita,http://www.golfcalifornia.com/courses/rancho-santa-margarita/,Tijeras Creek Golf Club,http://www.golfcalifornia.com/courses/rancho-santa-margarita/tijeras-creek-gc/
731,Red Bluff,http://www.golfcalifornia.com/courses/red-bluff/,Oak Creek Golf Course,http://www.golfcalifornia.com/courses/red-bluff/oak-creek-gc/
732,Red Bluff,http://www.golfcalifornia.com/courses/red-bluff/,Wilcox Oaks Golf Club,http://www.golfcalifornia.com/courses/red-bluff/wilcox-oaks-gc/
733,Redding,http://www.golfcalifornia.com/courses/redding/,Allen's Golf Course,http://www.golfcalifornia.com/courses/redding/allens-gc/
734,Redding,http://www.golfcalifornia.com/courses/redding/,Churn Creek Golf Course,http://www.golfcalifornia.com/courses/redding/churn-creek-gc/
735,Redding,http://www.golfcalifornia.com/courses/redding/,Gold Hills Golf Club,http://www.golfcalifornia.com/courses/redding/gold-hills-gc/
736,Redding,http://www.golfcalifornia.com/courses/redding/,Lake Redding Golf Course,http://www.golfcalifornia.com/courses/redding/lake-redding-gc/
737,Redding,http://www.golfcalifornia.com/courses/redding/,River Tasalmi Golf Course,http://www.golfcalifornia.com/courses/redding/river-bend-gcc/
738,Redding,http://www.golfcalifornia.com/courses/redding/,Riverview Golf & Country Club,http://www.golfcalifornia.com/courses/redding/riverview-gcc/
739,Redding,http://www.golfcalifornia.com/courses/redding/,The Golf Club Tierra Oaks,http://www.golfcalifornia.com/courses/redding/gc-tierra-oaks/
740,Redding,http://www.golfcalifornia.com/courses/redding/,Tucker Oaks Golf Course,http://www.golfcalifornia.com/courses/redding/tucker-oaks-gc/
741,Redlands,http://www.golfcalifornia.com/courses/redlands/,Redlands Country Club,http://www.golfcalifornia.com/courses/redlands/redlands-cc/
742,Redwood City,http://www.golfcalifornia.com/courses/redwood-city/,Emerald Hills Lodge & Golf Course,http://www.golfcalifornia.com/courses/redwood-city/emerald-hills-gc/
743,Rialto,http://www.golfcalifornia.com/courses/rialto/,El Rancho Verde Country Club,http://www.golfcalifornia.com/courses/rialto/el-rancho-verde-cc/
744,Richmond,http://www.golfcalifornia.com/courses/richmond/,Richmond Country Club,http://www.golfcalifornia.com/courses/richmond/richmond-cc/
745,Ridgecrest,http://www.golfcalifornia.com/courses/ridgecrest/,China Lake Golf Course,http://www.golfcalifornia.com/courses/ridgecrest/china-lake-gc/
746,Rio Vista,http://www.golfcalifornia.com/courses/rio-vista/,Rio Vista Golf Club,http://www.golfcalifornia.com/courses/rio-vista/rio-vista-gc/
747,Ripon,http://www.golfcalifornia.com/courses/ripon/,Jack Tone Golf Course,http://www.golfcalifornia.com/courses/ripon/jack-tone-gc/
748,Ripon,http://www.golfcalifornia.com/courses/ripon/,Spring Creek Golf & Country Club,http://www.golfcalifornia.com/courses/ripon/spring-creek-gcc/
749,Riverside,http://www.golfcalifornia.com/courses/riverside/,Canyon Crest Country Club,http://www.golfcalifornia.com/courses/riverside/canyon-crest-cc/
750,Riverside,http://www.golfcalifornia.com/courses/riverside/,Fairmont Park Golf Course,http://www.golfcalifornia.com/courses/riverside/fairmont-park-gc/
751,Riverside,http://www.golfcalifornia.com/courses/riverside/,General Old Golf Course,http://www.golfcalifornia.com/courses/riverside/general-old-gc/
752,Riverside,http://www.golfcalifornia.com/courses/riverside/,Indian Hills Golf Club,http://www.golfcalifornia.com/courses/riverside/indian-hills-gc/
753,Riverside,http://www.golfcalifornia.com/courses/riverside/,Jurupa Hills Country Club,http://www.golfcalifornia.com/courses/riverside/jurupa-hills-cc/
754,Riverside,http://www.golfcalifornia.com/courses/riverside/,Oak Quarry Golf Club,http://www.golfcalifornia.com/courses/riverside/oak-quarry-gc/
755,Riverside,http://www.golfcalifornia.com/courses/riverside/,Paradise Knolls Golf Course,http://www.golfcalifornia.com/courses/riverside/paradise-knolls-gc/
756,Riverside,http://www.golfcalifornia.com/courses/riverside/,Van Buren Golf Center,http://www.golfcalifornia.com/courses/riverside/van-buren-gc/
757,Riverside,http://www.golfcalifornia.com/courses/riverside/,Victoria Club,http://www.golfcalifornia.com/courses/riverside/victoria-club/
758,Rocklin,http://www.golfcalifornia.com/courses/rocklin/,Whitney Oaks Golf Club,http://www.golfcalifornia.com/courses/rocklin/whitney-oaks-gc/
759,Rohnert Park,http://www.golfcalifornia.com/courses/rohnert-park/,North Course at Foxtail Golf Club,http://www.golfcalifornia.com/courses/rohnert-park/foxtail-gc-north/
760,Rohnert Park,http://www.golfcalifornia.com/courses/rohnert-park/,South Course at Foxtail Golf Club,http://www.golfcalifornia.com/courses/rohnert-park/foxtail-gc-south/
761,Rolling Hills Estates,http://www.golfcalifornia.com/courses/rolling-hills-estates/,Rolling Hills Country Club,http://www.golfcalifornia.com/courses/rolling-hills-estates/rolling-hills-cc/
762,Rosemead,http://www.golfcalifornia.com/courses/rosemead/,Mountain/River at Whittier Narrows Golf Course,http://www.golfcalifornia.com/courses/rosemead/whittier-narrows-gc-mountain-river/
763,Rosemead,http://www.golfcalifornia.com/courses/rosemead/,Pine/Mountain at Whittier Narrows Golf Course,http://www.golfcalifornia.com/courses/rosemead/whittier-narrows-gc/
764,Rosemead,http://www.golfcalifornia.com/courses/rosemead/,River/Pine at Whittier Narrows Golf Course,http://www.golfcalifornia.com/courses/rosemead/whittier-narrows-gc-9/
765,Roseville,http://www.golfcalifornia.com/courses/roseville/,Diamond Oaks Municipal Golf Course,http://www.golfcalifornia.com/courses/roseville/diamond-oaks-gc/
766,Roseville,http://www.golfcalifornia.com/courses/roseville/,Morgan Creek Country Club,http://www.golfcalifornia.com/courses/roseville/morgan-creek-cc/
767,Roseville,http://www.golfcalifornia.com/courses/roseville/,Sierra Pines at Timber Creek Golf Course,http://www.golfcalifornia.com/courses/roseville/timber-creek-gc-sierra-pines/
768,Roseville,http://www.golfcalifornia.com/courses/roseville/,Sierra View Country Club,http://www.golfcalifornia.com/courses/roseville/sierra-view-cc/
769,Roseville,http://www.golfcalifornia.com/courses/roseville/,Timber Creek at Timber Creek Golf Course,http://www.golfcalifornia.com/courses/roseville/timber-creek-gc-timber-creek/
770,Roseville,http://www.golfcalifornia.com/courses/roseville/,Woodcreek Golf Club,http://www.golfcalifornia.com/courses/roseville/woodcreek-gc/
771,Royal Oaks,http://www.golfcalifornia.com/courses/royal-oaks/,Pajaro Valley Golf Club,http://www.golfcalifornia.com/courses/royal-oaks/pajaro-valley-gc/
772,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Alister MacKenzie Course at Haggin Oaks Golf Complex,http://www.golfcalifornia.com/courses/sacramento/haggin-oaks-alister-mackenzie/
773,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Arcade Creek Course at Haggin Oaks Golf Complex,http://www.golfcalifornia.com/courses/sacramento/haggin-oaks-arcade-creek/
774,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Bartley Cavanaugh Golf Course,http://www.golfcalifornia.com/courses/sacramento/bartley-cavanaugh-gc/
775,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Bing Maloney Golf Course,http://www.golfcalifornia.com/courses/sacramento/bing-maloney-gc-18/
776,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Bradshaw Ranch Golf Course,http://www.golfcalifornia.com/courses/sacramento/bradshaw-ranch-gc/
777,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Campus Commons Golf Course,http://www.golfcalifornia.com/courses/sacramento/campus-commons-gc/
778,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Champions Golf Links,http://www.golfcalifornia.com/courses/sacramento/champions-gl/
779,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Cordova Golf Course,http://www.golfcalifornia.com/courses/sacramento/cordova-gc/
780,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Del Paso Country Club,http://www.golfcalifornia.com/courses/sacramento/del-paso-cc/
781,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Executive at Bing Maloney Golf Course,http://www.golfcalifornia.com/courses/sacramento/bing-maloney-gc-9/
782,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Foothills Golf Center,http://www.golfcalifornia.com/courses/sacramento/foothills-gc/
783,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Swallows Nest Country Club,http://www.golfcalifornia.com/courses/sacramento/swallows-nest-cc/
784,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Teal Bend Golf Club,http://www.golfcalifornia.com/courses/sacramento/teal-bend-gc/
785,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,Wildhawk Golf Club,http://www.golfcalifornia.com/courses/sacramento/wildhawk-gc/
786,Sacramento,http://www.golfcalifornia.com/courses/sacramento/,William Land Golf Course,http://www.golfcalifornia.com/courses/sacramento/william-land-gc/
787,Saint Helena,http://www.golfcalifornia.com/courses/saint-helena/,Meadowood Golf Course,http://www.golfcalifornia.com/courses/saint-helena/meadowood-gc/
788,Salinas,http://www.golfcalifornia.com/courses/salinas/,Corral de Tierra Country Club,http://www.golfcalifornia.com/courses/salinas/corral-de-tierra-cc/
789,Salinas,http://www.golfcalifornia.com/courses/salinas/,Salinas Fairways Golf Course,http://www.golfcalifornia.com/courses/salinas/salinas-fairways-gc/
790,Salinas,http://www.golfcalifornia.com/courses/salinas/,The Club at Crazy Horse Ranch,http://www.golfcalifornia.com/courses/salinas/salinas-gcc/
791,Salinas,http://www.golfcalifornia.com/courses/salinas/,Twin Creeks Golf Course,http://www.golfcalifornia.com/courses/salinas/twin-creeks-gc/
792,San Bernardino,http://www.golfcalifornia.com/courses/san-bernardino/,Arrowhead Country Club,http://www.golfcalifornia.com/courses/san-bernardino/arrowhead-cc/
793,San Bernardino,http://www.golfcalifornia.com/courses/san-bernardino/,San Bernardino Golf Club,http://www.golfcalifornia.com/courses/san-bernardino/san-bernardino-gc/
794,San Bernardino,http://www.golfcalifornia.com/courses/san-bernardino/,Shandin Hills Golf Club,http://www.golfcalifornia.com/courses/san-bernardino/shandin-hills-gc/
795,San Clemente,http://www.golfcalifornia.com/courses/san-clemente/,Carnoustie at Bella Collina Towne & Golf Club,http://www.golfcalifornia.com/courses/san-clemente/pacific-cc-royal-lytham-carnoustie/
796,San Clemente,http://www.golfcalifornia.com/courses/san-clemente/,Muirfield at Bella Collina Towne & Golf Club,http://www.golfcalifornia.com/courses/san-clemente/pacific-cc-carnoustie-muirfield/
797,San Clemente,http://www.golfcalifornia.com/courses/san-clemente/,Royal Lytham at Bella Collina Towne & Golf Club,http://www.golfcalifornia.com/courses/san-clemente/pacific-cc-muirfield-royal-lytham/
798,San Clemente,http://www.golfcalifornia.com/courses/san-clemente/,San Clemente Golf Club,http://www.golfcalifornia.com/courses/san-clemente/san-clemente-gc/
799,San Clemente,http://www.golfcalifornia.com/courses/san-clemente/,Shorecliffs Golf Course,http://www.golfcalifornia.com/courses/san-clemente/shorecliffs-gc/
800,San Clemente,http://www.golfcalifornia.com/courses/san-clemente/,Talega Golf Club,http://www.golfcalifornia.com/courses/san-clemente/talega-gc/
801,San Diego,http://www.golfcalifornia.com/courses/san-diego/,3 Par at Four Points,http://www.golfcalifornia.com/courses/san-diego/3-par-at-4-points/
802,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Balboa Park Municipal Golf Course,http://www.golfcalifornia.com/courses/san-diego/balboa-park-gc/
803,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Bernardo Heights Country Club,http://www.golfcalifornia.com/courses/san-diego/bernardo-heights-cc/
804,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Carmel Mountain Ranch Country Club,http://www.golfcalifornia.com/courses/san-diego/carmel-mountain-ranch-cc/
805,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Colina Park Golf Course,http://www.golfcalifornia.com/courses/san-diego/colina-park-gc/
806,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Country Club of Rancho Bernardo,http://www.golfcalifornia.com/courses/san-diego/cc-of-rancho-bernardo/
807,San Diego,http://www.golfcalifornia.com/courses/san-diego/,East/South at Oaks North Golf Course,http://www.golfcalifornia.com/courses/san-diego/oaks-north-es/
808,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Friars/Presidio at Riverwalk Golf Club,http://www.golfcalifornia.com/courses/san-diego/riverwalk-friars-presidio/
809,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Miramar Memorial Golf Course,http://www.golfcalifornia.com/courses/san-diego/miramar-memorial-gc/
810,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Mission Bay Golf Course,http://www.golfcalifornia.com/courses/san-diego/mission-bay-gc/
811,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Mission Trails Golf Course,http://www.golfcalifornia.com/courses/san-diego/mission-trails-gc/
812,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Mission/Friars at Riverwalk Golf Club,http://www.golfcalifornia.com/courses/san-diego/riverwalk-mission-friars/
813,San Diego,http://www.golfcalifornia.com/courses/san-diego/,North at Admiral Baker Golf Course,http://www.golfcalifornia.com/courses/san-diego/admiral-baker-gc-north/
814,San Diego,http://www.golfcalifornia.com/courses/san-diego/,North/East at Oaks North Golf Course,http://www.golfcalifornia.com/courses/san-diego/oaks-north-ne/
815,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Palacio Del Mar Golf Course,http://www.golfcalifornia.com/courses/san-diego/palacio-del-mar/
816,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Presidio Hills Golf Course,http://www.golfcalifornia.com/courses/san-diego/presidio-hills-gc/
817,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Presidio/Mission at Riverwalk Golf Club,http://www.golfcalifornia.com/courses/san-diego/riverwalk-presidio-mission/
818,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Rancho Bernardo Inn,http://www.golfcalifornia.com/courses/san-diego/rancho-bernardo-inn/
819,San Diego,http://www.golfcalifornia.com/courses/san-diego/,SailHo Golf Course,http://www.golfcalifornia.com/courses/san-diego/sailho-gc/
820,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Sea 'n' Air Golf Course,http://www.golfcalifornia.com/courses/san-diego/sea-n-air-gc/
821,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Short Course at Balboa Park Municipal Golf Course,http://www.golfcalifornia.com/courses/san-diego/park-municipal-gc-short/
822,San Diego,http://www.golfcalifornia.com/courses/san-diego/,South at Admiral Baker Golf Course,http://www.golfcalifornia.com/courses/san-diego/admiral-baker-gc-south/
823,San Diego,http://www.golfcalifornia.com/courses/san-diego/,South/North at Oaks North Golf Course,http://www.golfcalifornia.com/courses/san-diego/oaks-north-sn/
824,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Tecolote Canyon Golf Course,http://www.golfcalifornia.com/courses/san-diego/tecolote-canyon-gc/
825,San Diego,http://www.golfcalifornia.com/courses/san-diego/,The Crosby Club,http://www.golfcalifornia.com/courses/san-diego/crosby-club/
826,San Diego,http://www.golfcalifornia.com/courses/san-diego/,The Grand Golf Club,http://www.golfcalifornia.com/courses/san-diego/grand-del-mar/
827,San Diego,http://www.golfcalifornia.com/courses/san-diego/,The Santaluz Club,http://www.golfcalifornia.com/courses/san-diego/santaluz-club/
828,San Diego,http://www.golfcalifornia.com/courses/san-diego/,Town Park Villas Golf Course,http://www.golfcalifornia.com/courses/san-diego/town-park-villas-gc/
829,San Dimas,http://www.golfcalifornia.com/courses/san-dimas/,San Dimas Canyon Golf Course,http://www.golfcalifornia.com/courses/san-dimas/san-dimas-canyon-gc/
830,San Dimas,http://www.golfcalifornia.com/courses/san-dimas/,Via Verde Country Club,http://www.golfcalifornia.com/courses/san-dimas/via-verde-cc/
831,San Francisco,http://www.golfcalifornia.com/courses/san-francisco/,Cliffs Course at The Olympic Club,http://www.golfcalifornia.com/courses/san-francisco/olympic-club-cliffs/
832,San Francisco,http://www.golfcalifornia.com/courses/san-francisco/,Fleming at TPC Harding Park Golf Course,http://www.golfcalifornia.com/courses/san-francisco/harding-park-fleming/
833,San Francisco,http://www.golfcalifornia.com/courses/san-francisco/,Gleneagles Golf Club at McLaren Park,http://www.golfcalifornia.com/courses/san-francisco/gleneagles-gc/
834,San Francisco,http://www.golfcalifornia.com/courses/san-francisco/,Golden Gate Park Golf Course,http://www.golfcalifornia.com/courses/san-francisco/golden-gate-park-gc/
835,San Francisco,http://www.golfcalifornia.com/courses/san-francisco/,Harding at TPC Harding Park Golf Course,http://www.golfcalifornia.com/courses/san-francisco/harding-park-harding/
836,San Francisco,http://www.golfcalifornia.com/courses/san-francisco/,Lake Course at The Olympic Club,http://www.golfcalifornia.com/courses/san-francisco/olympic-club-lake/
837,San Francisco,http://www.golfcalifornia.com/courses/san-francisco/,Lincoln Park Golf Course,http://www.golfcalifornia.com/courses/san-francisco/lincoln-park-gc/
838,San Francisco,http://www.golfcalifornia.com/courses/san-francisco/,Ocean Course at The Olympic Club,http://www.golfcalifornia.com/courses/san-francisco/olympic-club-ocean/
839,San Francisco,http://www.golfcalifornia.com/courses/san-francisco/,Presidio Golf Course,http://www.golfcalifornia.com/courses/san-francisco/presidio-gc/
840,San Francisco,http://www.golfcalifornia.com/courses/san-francisco/,San Francisco Golf Club,http://www.golfcalifornia.com/courses/san-francisco/san-francisco-gc/
841,San Gabriel,http://www.golfcalifornia.com/courses/san-gabriel/,San Gabriel Country Club,http://www.golfcalifornia.com/courses/san-gabriel/san-gabriel-cc/
842,San Geronimo,http://www.golfcalifornia.com/courses/san-geronimo/,San Geronimo Golf Course,http://www.golfcalifornia.com/courses/san-geronimo/san-geronimo-gc/
843,San Jacinto,http://www.golfcalifornia.com/courses/san-jacinto/,The Country Club at Soboba Springs,http://www.golfcalifornia.com/courses/san-jacinto/soboba-springs-cc/
844,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Almaden Golf & Country Club,http://www.golfcalifornia.com/courses/san-jose/almaden-gcc/
845,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Canyon/Mountain at Cinnabar Hills Golf Club,http://www.golfcalifornia.com/courses/san-jose/cinnabar-hills-gc-canyon-mountain/
846,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Golf Club At Boulder Ridge,http://www.golfcalifornia.com/courses/san-jose/gc-at-boulder-ridge/
847,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Lake/Canyon at Cinnabar Hills Golf Club,http://www.golfcalifornia.com/courses/san-jose/cinnabar-hills-gc-lake-canyon/
848,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Los Lagos Golf Course,http://www.golfcalifornia.com/courses/san-jose/los-lagos-gc/
849,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Mountain/Lake at Cinnabar Hills Golf Club,http://www.golfcalifornia.com/courses/san-jose/cinnabar-hills-gc-mountain-lake/
850,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Rancho del Pueblo Golf Course,http://www.golfcalifornia.com/courses/san-jose/rancho-del-pueblo-gc/
851,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Regulation Course at Santa Teresa Golf Club,http://www.golfcalifornia.com/courses/san-jose/santa-teresa-gc-regulation/
852,San Jose,http://www.golfcalifornia.com/courses/san-jose/,San Jose Country Club,http://www.golfcalifornia.com/courses/san-jose/san-jose-cc/
853,San Jose,http://www.golfcalifornia.com/courses/san-jose/,San Jose Municipal Golf Course,http://www.golfcalifornia.com/courses/san-jose/san-jose-municipal-gc/
854,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Short at Villages Golf & Country Club,http://www.golfcalifornia.com/courses/san-jose/villages-cc-short/
855,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Shorty Course at Santa Teresa Golf Club,http://www.golfcalifornia.com/courses/san-jose/santa-teresa-gc-short/
856,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Silver Creek Valley Country Club,http://www.golfcalifornia.com/courses/san-jose/silver-creek-valley-cc/
857,San Jose,http://www.golfcalifornia.com/courses/san-jose/,The Ranch Golf Club,http://www.golfcalifornia.com/courses/san-jose/ranch-gc/
858,San Jose,http://www.golfcalifornia.com/courses/san-jose/,Villages Golf & Country Club,http://www.golfcalifornia.com/courses/san-jose/villages-cc/
859,San Juan Capistrano,http://www.golfcalifornia.com/courses/san-juan-capistrano/,Marbella Country Club,http://www.golfcalifornia.com/courses/san-juan-capistrano/marbella-cc/
860,San Juan Capistrano,http://www.golfcalifornia.com/courses/san-juan-capistrano/,San Juan Hills Golf Club,http://www.golfcalifornia.com/courses/san-juan-capistrano/san-juan-hills-cc/
861,San Leandro,http://www.golfcalifornia.com/courses/san-leandro/,Marina Course at Monarch Bay Golf Club,http://www.golfcalifornia.com/courses/san-leandro/monarch-bay-marina/
862,San Leandro,http://www.golfcalifornia.com/courses/san-leandro/,Tony Lema Course at Monarch Bay Golf Club,http://www.golfcalifornia.com/courses/san-leandro/monarch-bay-tony-lema/
863,San Luis Obispo,http://www.golfcalifornia.com/courses/san-luis-obispo/,Dairy Creek Golf Course,http://www.golfcalifornia.com/courses/san-luis-obispo/dairy-creek-gc/
864,San Luis Obispo,http://www.golfcalifornia.com/courses/san-luis-obispo/,Laguna Lake Golf Course,http://www.golfcalifornia.com/courses/san-luis-obispo/laguna-lake-gc/
865,San Luis Obispo,http://www.golfcalifornia.com/courses/san-luis-obispo/,San Luis Obispo Golf & Country Club,http://www.golfcalifornia.com/courses/san-luis-obispo/san-luis-obispo-gcc/
866,San Marcos,http://www.golfcalifornia.com/courses/san-marcos/,St. Mark Executive Golf Course,http://www.golfcalifornia.com/courses/lake-san-marcos/lake-san-marcos-south/
867,San Marcos,http://www.golfcalifornia.com/courses/san-marcos/,Twin Oaks Golf Course,http://www.golfcalifornia.com/courses/san-marcos/twin-oaks-gc/
868,San Martin,http://www.golfcalifornia.com/courses/san-martin/,CordeValle Golf Club,http://www.golfcalifornia.com/courses/san-martin/cordevalle-gc/
869,San Mateo,http://www.golfcalifornia.com/courses/san-mateo/,Peninsula Golf & Country Club,http://www.golfcalifornia.com/courses/san-mateo/peninsula-gcc/
870,San Mateo,http://www.golfcalifornia.com/courses/san-mateo/,Poplar Creek Golf Course,http://www.golfcalifornia.com/courses/san-mateo/poplar-creek-gc/
871,San Pedro,http://www.golfcalifornia.com/courses/san-pedro/,Palos Verdes Shores Golf Club,http://www.golfcalifornia.com/courses/san-pedro/palos-verdes-shores-gc/
872,San Rafael,http://www.golfcalifornia.com/courses/san-rafael/,McInnis Park Golf Center,http://www.golfcalifornia.com/courses/san-rafael/mcinnis-park-gc/
873,San Rafael,http://www.golfcalifornia.com/courses/san-rafael/,Peacock Gap Golf Club,http://www.golfcalifornia.com/courses/san-rafael/peacock-gap-gc/
874,San Ramon,http://www.golfcalifornia.com/courses/san-ramon/,Bridges Golf Club,http://www.golfcalifornia.com/courses/san-ramon/bridges-gc/
875,San Ramon,http://www.golfcalifornia.com/courses/san-ramon/,Canyon Lakes Golf Course & Brewery,http://www.golfcalifornia.com/courses/san-ramon/canyon-lakes-gc/
876,San Ramon,http://www.golfcalifornia.com/courses/san-ramon/,San Ramon Golf Club,http://www.golfcalifornia.com/courses/san-ramon/san-ramon-gc/
877,Sanger,http://www.golfcalifornia.com/courses/sanger/,Sherwood Forest Golf Club,http://www.golfcalifornia.com/courses/sanger/sherwood-forest-gc/
